f1,f2,f3
-0.499622203,0.355110938,-2.230225518
1.101820036,1.086609559,0.871097266
-1.556586495,1.339373323,0.301461092
1.260096972,0.904582582,1.146242889
1.369838191,1.369110811,1.278984385
-1.644099147,0.583949768,-0.754785154
1.455136461,1.157055265,1.269805682
0.626123659,2.497563113,-1.94517401
0.233148383,-0.398824401,0.584518074
0.867424935,1.425368606,0.611530712
-1.058578274,-0.09626274,-2.069355152
1.213091177,1.727557821,1.043953091
-1.442552473,0.657074387,-0.2916579
1.18928497,1.671587301,1.060530143
1.558463851,1.316653414,1.940109496
-1.129356494,-1.026070398,-0.156011877
-1.86584274,-0.300993819,-0.995027339
-0.303739137,1.1881046,-1.640896669
-1.367034296,0.852624579,-0.54683963
3.041131361,3.717260397,2.048584894
-0.437766299,-1.762964986,1.044398398
-1.032269767,0.866835604,-0.838197649
1.757034096,2.061938677,1.173558577
0.08259032,-0.129868506,0.451595164
0.848038984,1.086412901,0.783165202
0.783997144,0.803695114,0.854735201
-1.172542405,0.947332165,-0.502251176
1.693284919,1.622875271,1.66429998
-1.606967841,0.006308398,-1.266079329
-0.773029956,1.896383857,-0.393510008
0.032042609,-0.090827,0.888521483
1.363773662,1.523356226,0.74105879
-0.865101028,0.894192056,-1.213603116
1.229834347,1.534386999,0.541359017
-0.671485025,1.850975942,-0.793510091
-2.789624027,-0.788719693,-0.285735822
-0.994342185,0.361999384,-1.445786165
0.066182566,0.178696215,0.401473075
2.284177565,3.016547384,1.058985813
0.68288149,1.9137641,0.491439041
-2.762511909,-0.488823053,0.907699893
1.235106036,0.979360902,1.23541111
-2.434260644,-1.120084381,0.270785109
-0.47013908,0.925348252,-2.155918883
-0.818234305,-0.760142412,0.417250657
-2.152669579,-1.066091667,-1.512067806
-1.421333491,-0.085036142,-1.52103747
-0.339961959,-0.234092261,0.253917605
-0.825348458,1.673318623,-1.434507021
-0.882126166,0.823229758,-1.329536246
1.723967756,1.448051915,1.002267548
-0.164061531,2.527447186,-1.364673086
-1.501777827,1.134187041,-0.415537379
-0.667028349,1.410833092,-0.973543977
-0.701566242,0.68932683,-1.595302994
2.233090968,2.420941534,2.016879082
1.956955059,2.255304824,1.751658876
-1.929614075,0.236195107,-0.199592162
-2.022588074,-0.066985658,-0.561528096
0.263310372,0.254946321,0.418275382
2.527289718,2.468731834,1.730710243
-1.880465093,-0.586101016,-1.14658568
-0.147896588,-0.60163673,0.728476028
2.444213818,1.848029962,1.829340064
-1.430886553,0.109217962,-1.440518285
1.976432888,0.980597769,1.895422046
-0.970248481,-1.388750516,-0.329364382
-1.025678088,-0.764889014,0.096775781
1.002610128,1.158122206,0.815211626
0.829106632,1.276537421,0.957202345
1.777016248,2.822313159,1.117908641
1.184382423,2.149592959,0.710003496
0.174195009,-0.021092909,0.915101215
2.353997347,2.315665547,1.346571466
0.841259739,0.99556376,0.651421728
0.307408106,0.038559006,1.164767435
-1.884124975,0.517572371,0.641202579
-0.57084255,1.405605879,-1.059386005
-0.304649673,0.187252351,-0.117511936
-0.98775782,0.124660345,-1.237418811
1.306139939,0.716967323,1.516836893
0.543047601,0.623750688,0.541449811
-2.487617129,-0.796594231,-0.318467693
0.081127774,0.31871387,0.851785992
-1.953493595,0.294483046,-0.016636503
-0.516351963,0.875340082,-2.175296872
2.077116015,2.128939687,1.447538956
1.32197954,0.955730186,1.315626394
-2.132017696,0.07425023,0.29865621
-1.235166492,1.274970591,-0.229181189
-0.038987967,0.119935538,0.451635146
0.135579853,-0.207515471,0.829460766
1.400414534,1.964012249,0.709673662
2.244438727,2.049433332,1.986166315
0.482473306,0.128024383,0.670474999
-0.874233537,0.867651885,-1.499190764
-1.106106801,-1.095822655,-0.153151428
-0.051231577,-0.34028307,0.669366881
-0.291533772,1.716763638,-1.461377819
0.941374451,0.573283776,1.351814282
-0.126055335,-1.200322597,1.200864383
-0.513390381,-0.235468416,-0.038808068
0.775064573,1.257182695,0.339083425
-2.814445899,-0.855411869,0.136702056
-0.790959503,0.8491904,-1.456887895
-0.967636932,0.962255213,-0.449126989
1.35657701,0.912629059,1.263389105
-0.626115406,1.255459238,-1.474945938
-1.55358907,0.761030761,-0.573822425
-1.543865316,0.062970289,-0.571495488
1.69091966,2.110931036,1.412407312
-2.180537507,-0.577338311,-0.674744134
-0.372365479,-0.966294618,0.394317638
-1.934616115,-0.233520794,-0.685901928
-1.419108258,0.245435953,-0.810945361
0.2332593,0.014871024,1.137540793
0.894131306,1.728935043,0.705175639
-1.023692417,1.534206987,-0.427244637
0.379736225,-0.024964243,0.798316656
-1.156698643,1.143306573,-0.146677535
-1.309884319,1.182625367,-0.841477992
1.659940193,0.655013278,1.777500605
-1.218735597,-0.686139497,-2.332478068
-1.504404066,0.719809098,-0.843432823
-0.051080352,1.835353586,-2.070341571
-0.317342541,1.682660014,-1.4530624
1.595169259,2.547923436,1.114642722
0.823582426,0.573307117,0.746134042
0.213582631,1.096134507,0.455574976
0.980242814,-0.13612369,1.343686352
-2.205092023,-0.362019059,-0.296691867
0.558237316,1.188278324,0.484233125
1.534193098,1.281085319,1.661791362
-1.329361447,-0.587527254,-2.044788943
-0.2005992,1.286668336,-2.400967805
1.3148531,1.387281422,1.216081181
1.386736971,1.206832569,1.16719255
-0.929178225,0.674376752,-1.540815305
-1.365735025,0.304312829,-1.230063584
-0.677637836,0.775546199,-1.571932368
-1.268706546,0.593160867,-0.963865414
2.317884803,1.619937034,2.0341022
0.025462004,0.165215498,0.268611299
0.132471932,-0.325116556,0.907553466
-0.162088941,2.261109682,-1.073698612
0.001093274,-0.371132387,0.488150475
-1.225640052,0.09163918,-1.468472238
0.245489144,0.939563,0.560919914
1.414017476,1.305619075,1.045195232
1.487922339,1.811411512,1.302100929
2.735783074,2.785299062,1.221951368
-0.83892457,0.832795597,-0.749753501
0.988334784,1.203121229,1.118061606
-1.656756337,-0.290813227,-0.713167723
0.147760338,-0.223905388,0.662470855
-0.418109023,1.603858645,-0.912327655
1.077886371,2.03853291,0.499132597
-0.55989558,1.612955104,-0.968478777
-1.388712239,0.737167574,-0.524685914
-1.05773623,1.304862198,-0.249838022
0.104734997,2.668725884,-1.483413968
1.605743943,1.194834497,1.88000274
1.187640271,1.94732262,0.978540803
0.793539393,0.313918534,1.220743588
-1.846991989,0.111202514,-0.387248441
-0.835024342,1.063219636,-1.057968538
-2.006530357,0.694183249,-0.013457662
0.207211336,2.823564743,-1.373108131
-1.156095907,1.493701143,-0.775773108
1.360267497,2.11864291,1.366360201
-0.729230647,1.357232572,-1.103662297
2.084671086,2.330386264,1.128342906
0.14236718,2.094393078,-1.635572692
-1.920427022,-1.173813029,-1.562829897
2.159625733,1.398533606,1.801098173
-0.066684549,2.805291065,-0.766942084
-1.429956603,1.502883297,0.110995437
0.833387873,0.979554911,0.805227187
-1.677487234,0.280294907,-0.368897812
1.710399914,1.88761533,1.688601392
1.518448178,1.723351178,1.506641529
2.196939163,2.261032,1.975754553
-0.088360603,2.993857156,-0.312232191
-0.453296464,1.829101741,-1.050553781
2.002558971,2.317539677,1.784092493
-0.070330497,0.361166819,1.84E-05
1.279366984,1.731519118,1.469386045
1.569327237,1.68471177,1.125640915
0.556453957,0.408710251,1.004889104
1.730661719,2.743769763,0.803588273
0.110790673,0.016645421,0.286017771
-0.367875958,2.291299823,-1.07789797
-2.108967422,0.672837248,0.148456514
-0.858010846,0.931805678,-1.328021292
0.506220756,0.844470007,0.415407682
-0.029372422,2.207420801,-1.016180796
-1.604314745,0.11248084,-0.328314717
2.836832025,2.881672184,1.770045301
-1.239436954,0.745449773,-0.774105059
2.629545406,3.355119421,1.777587745
2.072148553,2.649184025,1.139522618
1.687780488,1.883993161,1.041886847
0.945095212,2.147288017,0.573990748
-0.366550201,-0.53153223,0.64941146
-2.100254781,0.245963683,0.296074654
-1.436727477,1.23208574,-0.179019198
-1.685859835,0.50036669,-0.443967703
1.290937257,1.81135315,0.850605051
-1.288456047,0.722752481,-1.166391126
-2.411017144,0.085508304,0.2639592
-2.35752026,0.329702626,0.685600772
-0.022567762,2.848025755,-0.803810147
1.114092302,1.251982491,1.019393416
0.389712884,0.590570324,1.040408586
1.424406252,1.376351433,1.392530635
-1.761830672,-0.050856736,-0.418001282
-1.359094492,-0.207509421,-1.182760619
0.828691718,1.255630937,0.711976844
1.817535659,1.902395436,1.570660584
1.385612663,0.720422785,1.320989186
-1.869173735,0.462721779,-0.697408289
0.90307941,0.923064796,1.181833022
-0.398923998,1.541966243,-1.248527113
1.123640788,0.689618873,1.184390938
0.228804219,0.318974796,0.233619433
-1.950541297,0.468292142,-0.031013073
-0.083055708,0.088583392,0.397516783
-0.232922171,1.901884267,-1.694685222
0.079779062,0.16958655,0.24595833
-0.94090772,1.172905708,-0.821074943
-1.073771562,0.100618157,-1.611565987
-1.473447409,0.28798142,-1.022541955
1.288205647,1.489494833,1.055622775
1.213600414,1.009867649,0.978259741
1.309266309,1.298996265,1.287564365
0.117196612,0.637703806,0.143095
-0.909114746,0.987257844,-0.928210072
-1.964078579,0.251149839,0.039546871
2.152402595,2.38679798,1.504654266
-0.633409938,1.89077934,-1.197293444
-1.108509702,0.864347169,-0.983316371
-1.143744954,1.205288246,-0.640541309
1.014381111,0.922139665,0.926010699
0.163083321,2.520260767,-1.772472398
-0.229302886,1.755113143,-1.550639605
-1.236765792,1.203324153,-0.41160084
1.684547827,1.944440298,1.63183632
0.931383119,1.123206393,1.077579385
-0.406530044,1.232990941,-1.919856358
0.921475002,0.841155686,0.989702871
-1.25175062,-0.614677824,-2.180789009
1.072256573,1.045458317,0.691115635
-0.129698191,-0.292650819,1.068458207
1.572201977,0.639571116,1.283758752
-1.256610168,0.266341805,-1.488341255
-1.591176463,-0.265770008,-1.392545433
0.50819211,2.520454511,-1.618560488
1.015109688,0.644084294,1.001644575
1.523518309,1.145232033,1.003695084
-2.066246292,1.028326961,0.431399053
1.594554245,1.860172186,1.336251802
1.128774458,1.472097231,0.75599255
1.867811064,2.706305701,0.682683794
-1.360306442,-0.529097905,-2.150077831
-0.899026207,0.743626736,-0.918714835
-0.594983716,2.037066658,-0.722237893
0.939118117,2.241199111,0.55108112
2.052272602,0.226038258,1.958456188
-2.679029276,-1.383056802,-0.552274873
3.171573628,2.786917632,2.35060035
0.594452325,0.72888627,0.822995685
-0.989283692,0.378049473,-1.798767029
0.167942292,2.329815543,-1.39588312
1.672369536,1.599761196,1.127358401
1.814782222,1.054696582,1.917637293
-0.847666672,1.433272997,-0.413279499
0.679520059,0.334960208,0.794900251
0.101383683,0.190845124,0.833582759
1.807765155,1.786685373,1.396005204
-2.140465074,-0.882459671,-1.015476205
-0.410820232,0.809867758,-1.936871123
-0.201887961,1.586446052,-1.357662029
0.357813154,1.739915476,-2.713237274
2.383425927,2.173713661,1.410971298
-1.849337832,-0.13588794,-0.560277113
1.122414708,1.651467301,0.787456121
-1.124988923,1.511624581,-0.389251164
-1.571984075,1.12413297,-0.10871031
0.600659044,1.197601967,0.826923115
-0.375461325,2.27526361,-0.656599316
0.62358289,0.674710853,0.847370052
2.14819331,1.895164175,1.840527638
0.816474066,1.405803834,0.407272154
-2.101436698,0.033786549,-0.703490614
0.269915902,0.324013616,0.539204654
-0.558023064,1.016711394,-2.084187902
-1.452320331,1.081799281,-0.146004666
-0.748005641,2.0302772,-1.206544321
0.574637798,1.864582895,-2.659434042
-1.463689332,-0.041815685,-1.273143564
-0.031617227,0.063688787,0.664753941
-1.864655192,0.351170523,-0.232483468
1.593529136,1.766432505,1.691690138
0.353236816,0.082658756,0.792693457
-0.383650062,0.996244656,-1.928058391
-0.895748917,1.354242628,-1.2827323
-2.218673808,0.295300648,0.206003256
1.336434316,1.877324608,0.909406411
-1.275136596,1.335049261,0.02217761
-0.499041437,0.376253278,0.126444535
-1.770553331,-0.13472075,-0.846245418
0.171082656,1.863054719,-2.255211874
0.426381472,0.91283053,0.35456839
-1.985939641,0.366662018,-0.051649862
-2.345243787,0.162623883,-0.097713919
0.43144358,-0.237018071,1.208174456
1.888041054,1.060329262,1.770542291
0.884804327,0.267844723,0.750528028
0.706921244,0.482854521,0.966590998
-1.399590797,1.340589522,0.377719863
0.037114159,-0.480514005,0.922645401
-2.584672104,0.73884534,1.055832911
-0.457984301,2.056148939,-0.591745418
-1.284523844,-0.083253543,-1.81427446
-0.62734884,1.526407029,-1.095448256
1.3563149,1.733533139,1.230458407
-1.07370576,0.732981993,-0.854042364
1.610432872,1.904735409,1.736162531
-1.862850407,0.325754518,-0.570066259
0.723318669,0.796243317,0.847909438
0.335858015,1.147643328,0.459673988
1.475084298,1.03445512,1.475621884
-0.513794494,-1.168730722,0.701592555
-0.744482566,1.232974259,-0.565058709
1.283368738,1.418908064,1.149876207
-0.945633937,0.608397848,-1.414350641
-0.365602607,1.375777491,-2.143281222
-1.364197792,0.325397701,-1.075312972
1.19508664,1.946832247,1.319668088
1.787746938,1.729008368,1.163716733
-1.040567801,0.651424223,-1.709014844
0.074943752,1.789826892,-1.667115805
-0.701172173,1.678397913,-0.994103066
0.678638151,1.842841264,0.162752081
0.332958968,0.405112528,0.295427025
-0.853241424,0.350644121,-1.287025041
1.137629861,0.774940174,1.189790743
-0.554319413,1.044749151,-1.66491154
1.625678351,1.964589235,1.207840374
0.273479452,1.934794204,-2.134013937
-0.847536724,1.514648001,-1.122730737
-1.123264746,1.369930471,-0.024922183
-0.380968691,1.449987825,-1.430713532
0.821034439,-0.524673316,1.660732299
0.335350601,-0.214816946,0.828796132
-1.246750755,0.85836247,-1.195803314
-0.581075284,1.14500029,-1.483422189
-1.345862165,1.045872361,-0.395150782
1.332157092,1.85980644,1.130812576
-1.452011391,0.194445678,-1.463687991
-1.04975686,-0.125640443,-2.029904365
3.49607086,3.573045287,2.198175193
-1.668042259,0.067543735,-0.659356829
1.262157026,0.333973453,1.287515888
-1.291073401,0.759484995,-0.470462715
1.348769856,1.26345796,1.342473658
-2.023133033,-0.40632439,0.183269907
-1.865618471,0.21291046,-0.282574134
2.042663148,2.222368832,1.541020831
0.717220965,0.793707798,0.965069794
-0.98931877,1.561645404,-0.898840198
-0.357177233,1.94651354,-1.12180504
0.484018646,-0.155908477,0.792247595
-0.842506971,1.204831649,-0.604428757
0.409174025,0.593215755,0.179710841
-0.162511327,-0.635785716,0.642221477
-1.63356887,0.562001607,-0.094518339
1.004500514,0.468090484,1.485350876
-1.234177904,-0.049377147,-1.52546101
0.428178294,2.057803187,-2.559366453
0.497145079,0.709951855,0.865153494
-2.085093829,0.482936213,0.149832877
-1.113294069,0.120493476,-1.716659148
0.293068328,1.047819202,-2.98887883
0.155477038,0.490673995,0.787545689
1.473885958,0.947272286,1.291021697
0.02585141,0.268630965,-0.049994644
1.622962119,1.934249952,1.32615755
0.705057278,3.583282051,-1.305293384
-1.180420788,0.652645219,-1.331860065
-2.021733774,-0.269224164,-0.682749991
1.657502124,1.819881269,1.805367882
-0.308107696,0.709630769,-2.535300369
-1.094512278,0.958231787,-0.966436852
-2.017200028,0.807850225,0.291087797
-1.330056287,1.039183878,-0.41546004
-1.305520466,0.763863192,-0.458273633
-1.884186914,0.570965103,0.130663466
2.82572531,3.22077142,1.940969966
1.294718814,1.052002634,0.91440329
2.408363388,2.961108325,1.67869442
-0.86117446,1.047049324,-0.320109867
0.673875144,1.271653979,0.383164107
-0.185268495,-0.233133485,0.355467583
-0.974986284,1.825197829,-0.456105203
0.840860899,0.244246609,1.245311114
-1.788415397,-0.550933532,-0.823030092
-1.82742295,-1.818538614,-0.560645077
1.200795322,1.274791262,0.644390443
-1.721554883,0.058381362,-0.712719852
-1.224092841,-0.070071788,-1.792312
-1.28474405,0.352474996,-1.644203666
2.013539007,1.674535293,1.374191362
1.132119974,0.769881756,1.040212182
-0.048255477,1.555333035,-2.336794617
0.807293759,0.137702698,0.910474385
1.003977665,0.531244944,1.328551963
2.183460506,3.243782844,0.651836329
1.593350202,1.558450508,1.449352871
-2.42392562,1.270041403,1.460418945
-0.428934021,-0.082095353,0.09836091
-0.191978018,1.3901457,-1.485170959
2.10622807,3.071280999,1.192349759
-0.590980606,1.417054764,-1.666841798
0.266606788,2.987838936,-1.353005064
-2.034316092,-0.294584416,-0.623755826
2.209868357,2.122644691,1.911921181
-0.411336062,-0.324152114,0.506856162
-0.792175628,1.799818538,-0.254255858
1.756743266,1.087219699,1.390559643
-0.874934162,0.940278662,-0.927963327
3.169085364,3.046402868,2.429040152
-0.687549047,-0.343604754,0.224006318
0.676751955,1.147974412,0.65628106
-0.890130675,1.315080723,-0.717320304
-0.212392697,-0.987260451,-0.012647378
-1.813250288,0.332637899,-0.765568255
2.100356198,3.51815314,0.984514045
-0.508877118,-0.0895531,0.197900552
1.907759144,1.476063105,1.402706351
-0.54565266,1.101334557,-2.276801271
2.15541896,2.820202274,0.78739926
-1.453283069,0.211742985,-1.435219721
1.686421127,1.807816655,1.301179109
-0.614311811,1.027837601,-1.594698302
1.432445666,1.952488112,0.973578875
-0.246410326,2.130115453,-1.071388579
-0.042714394,-0.874481032,1.198316899
2.092321696,2.047385056,1.751175976
1.945108591,2.453239686,1.857343645
1.828798986,1.848040066,1.598943681
-0.911328786,1.161053001,-0.592590022
-0.709377371,-0.841631365,-0.145755449
0.280856915,2.442599171,-1.552841948
1.771563804,2.232081212,0.658118497
-0.812793737,1.018619787,-1.366840813
-1.918173842,1.407502883,0.409727596
1.167831968,0.962430075,1.279779299
0.029985877,1.470746729,-2.571095148
0.359786403,0.410295962,1.22250176
-0.636329892,2.253993804,-0.810979709
-0.678273528,1.357643302,-1.025306708
-0.901725104,1.052605309,-0.841710486
-1.006431794,0.347494948,-1.136520224
2.11150496,2.144772376,1.831596647
-1.351258218,0.608700616,-1.044691699
-1.079075939,0.899051689,-1.060066978
0.435915739,3.227228239,-1.362029896
-0.504190862,2.165737334,-0.662197849
-2.471737759,-0.486155229,-0.065516289
1.082413612,0.85450258,1.129481933
-0.94685333,0.693398599,-1.052578567
-1.368766175,1.113783946,0.816498126
-0.385339427,2.16273828,-0.333450932
-1.467803646,-1.898077656,-0.133155946
1.214466483,1.356849553,1.212780977
-2.602101534,0.376342695,0.858753131
0.941948012,0.77321212,1.2162811
2.368036079,2.400261478,1.593567417
1.944585032,2.295814777,1.608699526
0.633197083,1.082254288,0.763377907
-2.471194545,-0.23590435,0.018182397
0.15693785,-0.650989711,1.015805136
3.04218362,2.419125709,2.262427038
-0.504833998,1.290874227,-2.200717973
1.436941453,1.385059675,1.226061493
-0.349753053,-1.942230869,1.00168019
0.458952394,-0.167807603,1.092828532
-0.988146314,0.207722127,-1.35050931
1.30545443,0.77354828,1.422666773
-1.612061292,0.351551668,-0.482105522
-0.88763506,0.483821797,-2.077759569
1.974013293,1.357514538,1.831947391
-0.901358298,1.198656162,-0.988666429
-0.36512272,1.101024942,-1.276840754
-0.826756854,1.747467164,-1.052776224
-0.000525831,-0.70845048,1.023686207
-2.161584224,-0.07824654,0.207409592
0.438716686,0.601885882,0.702561493
-0.503068698,1.207929815,-1.732302089
1.052349289,0.437161986,1.232555316
1.939997626,1.60664211,1.238589007
-0.483828877,0.910937046,-1.879406598
0.412483617,1.362719519,-0.111667306
0.089811393,-0.259168161,0.670772266
0.681186054,0.338505602,1.297777842
-0.242180051,-1.515017633,1.098548796
0.433261927,1.639871862,0.197058656
0.033865915,2.338337017,-0.811640295
-1.384684689,0.460047325,-0.400483725
-2.267960013,1.025624254,1.671738376
-1.783206958,0.182174635,-0.662390723
-0.563738596,0.981475821,-1.917965572
0.74916771,0.61146264,0.635810829
-1.69352481,-0.409152951,-1.245411226
0.564402416,1.041266655,0.8342583
-0.780637833,1.11521717,-1.346517132
-1.37821599,-0.380387953,-2.401780238
-0.428126518,2.004832303,-1.246380663
2.398089201,2.414362357,1.780982041
2.416782835,1.916532886,1.874470199
-0.118750146,1.830104407,-1.614734897
0.041994553,-1.189817813,0.907857404
1.828769805,2.049468116,1.660173248
0.020798646,0.374881591,0.956115278
-1.145284925,0.211646569,-1.455916489
0.731287319,0.682334082,1.026951438
-0.569653691,2.064298806,-0.790645578
-0.616597849,1.207597786,-1.101187457
1.036550637,1.076388038,1.417819692
0.184572832,0.566619451,0.015633699
-1.273099101,0.544587447,-1.305703208
-0.011764553,2.2522162,-1.554314637
-0.714471507,2.01415912,-0.831929342
1.58005232,2.34236033,0.877995458
-1.65810826,0.29277052,-0.857649683
-0.498631909,1.63458967,-1.251371526
-1.71124651,1.100391798,0.238912408
-1.187063995,1.439287592,0.210448021
-1.276672054,0.222264966,-1.621768524
3.169423883,3.444708633,1.916536843
1.686911019,1.425387266,1.644447835
0.339627274,-0.664873906,1.63174645
-0.725678729,1.35604858,-0.652435958
-0.041701823,-0.440666227,0.666362467
-1.425404113,0.415577971,-0.803780011
-0.592781028,1.517873656,-1.419512235
-0.051393572,2.456248373,-1.452432051
-1.465774615,0.56496526,-0.781001822
1.317803113,1.777549313,0.817501758
-1.447876957,-1.047277932,-0.238814228
-0.410471582,0.905832379,-2.071994234
-2.569619698,-0.966830679,-0.435707276
-0.392292393,2.570930131,-0.456067847
-0.295167097,3.17156138,0.37739432
-0.164513221,2.338953164,-1.296065084
-0.939873982,1.153558973,-1.064013629
-0.356131759,2.214300952,-0.788135186
-1.076470852,0.091579262,-1.890176469
-1.375035835,1.370625758,0.144079905
2.077466019,2.241079724,1.184458918
-0.801277724,0.675560746,-1.186797174
2.0428283,2.088598779,1.389452767
-1.002479114,0.689670155,-1.522205017
-0.298023304,-0.402793251,0.509795236
1.138191651,1.728706535,0.478968779
-0.64465769,0.702359432,-2.069424791
-2.233981216,0.142990632,0.228015828
-1.465717519,0.93671018,-0.189532157
1.580190359,2.703264082,1.239250692
-0.598864185,1.668650365,-0.211935824
-0.086553966,-0.120741774,-0.416484524
-0.941160118,1.61229604,-0.200066336
-1.096797629,1.647034977,-0.283076826
0.460939367,1.161417665,0.678190848
2.132889626,2.178561554,1.622340814
1.291515619,1.769927166,1.451717058
-1.136816725,1.667595403,0.117417251
2.744774128,2.689681109,1.814775218
0.056476131,1.213857458,-2.738484365
-2.517026502,-0.129959094,0.2513356
-0.820356054,1.288589279,-1.052314094
-1.00640949,0.579367585,-1.127861217
0.232907478,0.490918033,0.30156859
0.766797295,1.244420371,0.956875068
-1.328616982,0.435268865,-0.77409265
-1.333805101,0.144161584,-1.597977238
0.523803777,0.286458286,1.139082027
0.731225852,0.85082896,0.399630855
0.473824738,-0.483996869,1.003184357
-0.767038532,1.461127021,-0.970651394
1.067227917,1.234237127,1.391268658
2.588439511,2.119812245,2.159778924
0.120281182,-0.185291119,0.046561002
-0.539455052,1.984120508,-1.084918486
1.007943195,1.023257052,0.873450253
-1.255065513,0.799683368,-0.768739645
0.169688157,-0.206648317,0.918748545
-0.503137344,1.921515888,-0.984036865
-0.508897718,1.822566961,0.203594467
0.971738267,0.268732339,1.588272899
-0.708934884,3.304259649,0.905464842
0.729318677,-0.471662195,1.307836672
0.472761065,0.706673987,0.407602496
0.266778651,2.252227679,-1.163445668
-0.960899657,1.866749673,0.027690941
1.215878401,1.89127651,1.186365035
-1.002703105,2.156056889,0.377114336
-0.830384984,0.476789964,-1.717686817
0.99021586,0.412991987,1.184513515
-0.430319085,1.610840934,-1.202032248
1.681099853,1.216474217,1.510873066
-1.083282552,-0.769967264,-0.122908689
-1.519448031,-0.178849772,-1.525254635
1.911120089,1.393758898,1.745289486
-0.880483484,1.558653551,-0.483844209
2.289755723,3.43185971,1.357067822
2.399003211,3.56099898,1.230789897
